2016-05-02 02:20:48.642
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
2, -765, 703, 15883, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
1, -30, 0, 4, 307, 53, -265, 3709, -1000, 5067
2016-05-02 02:20:49.042
